15822,16505.321268766173
15823,22362.772876485986
15824,31074.28602498774
15825,12574.435532979609
15827,27070.790230731272
15828,14178.189478721491
15829,8829.726747896177
15830,15566.603245326585
15831,9933.346309287572
15832,20623.78414667751
15833,29416.28695284466
15834,11146.584652214146
15836,23219.588769103582
15838,16940.073358371923
15840,16170.54782768285
15841,12870.046039489798
15842,36054.34065493425
15843,12038.842311273624
15844,29613.117686924186
15845,13984.504775777576
15846,8402.405055822128
15847,14178.550178347346
15848,17791.81877368447
15849,11674.022629865667
15850,31995.35135965598
15851,13280.751316909853
15852,20712.990251805855
15853,15685.287110926589
15854,16131.55506716946
15855,15359.525165486382
15856,13150.752608150753
15857,22802.279996877653
15858,15360.49556371965
15859,41838.369478039516
15860,10675.379802949701
15861,16274.760159695017
15862,11509.405275472023
15863,17104.2168941857
15864,14731.80437607617
15865,29843.61836015834
15866,12796.468791434318
15867,12476.16509029072
15868,22794.593111155766
15869,16587.25084693316
15870,33787.99589960968
15871,10401.771067361818
15873,19276.381401263367
15874,28844.796454800427
15875,19816.509296681823
15876,15270.451446553587
15877,40840.509673506895
15878,19995.27127169737
15879,10849.832280504337
15880,19485.537234596246
15881,18773.679735327787
15882,18471.31058857946
15883,9923.953080535659
15884,9803.108267237232
15885,17156.483799685797
15887,10658.504270809315
15888,24507.277230828287
15889,46247.810310789595
15890,12599.588374859764
15891,34817.19700459184
15892,16466.173443264448
15893,28901.97122670461
15894,12466.915513742702
15895,25389.571606114205
15897,13034.97452980303
15898,10282.328393434977
15899,17144.965018950854
15900,9774.460655998395
15901,31958.078651180793
15902,17087.699868753163
15903,13859.900184330796
15904,18790.640465118184
15905,31081.077833671246
15906,11038.392305718113
15907,10658.49558067049
15908,22062.365074829995
15909,12785.983603564673
15910,14061.945459468277
15912,16518.10980340231
15913,17912.254598938052
15914,11802.335377042551
15915,33740.505362089556
15916,25681.908723008077
15918,17958.556845568008
15919,10084.604211182896
15920,15295.994459099118
15921,19304.473866624336
15922,8245.812723571715
15923,8417.455241298256
15924,8666.041322518526
15925,11797.010054018392
15926,9173.62831241169
15927,14865.742884247347
15928,12184.31286334292
15929,10994.119551171212
15930,15424.598447235438
15932,17303.483370046786
15933,14936.498138925988
15934,12007.123685123546
15935,12833.103053281824
15936,35674.71230263954
15937,12680.95552328416
15939,10968.897168384749
15940,25835.65392287661
15941,12887.055076777466
15942,11518.723356797746
15943,15622.362971343624
15944,17962.744799118307
15945,27358.266002212687
15947,17107.704679041446
15949,21085.49485785237
15950,50169.726016877146
15951,10873.658441318546
15952,32942.57419616522
15953,12556.26648654358
15954,14881.071167545242
15955,19623.62949685486
15957,10815.18488957058
15958,12041.69166821508
15959,15546.277923799804
15960,41940.16087516969
15961,13719.338219256497
15962,19738.491488955453
15963,15379.272854211953
15964,27135.88806845472
15965,21171.08344599886
15966,25351.035783163752
15967,51175.68057548966
15968,12383.342094759912
15969,30712.0639096684
15970,24937.989358912626
15971,15979.490256208124
15972,15702.162273660828
15973,30734.803959725697
15974,11419.014629009727
16239,9150.146403018016
16240,3857.6636348692205
16241,5051.417519538538
16243,3235.6374800934573
16244,2740.888249827827
16246,10733.978533846095
16247,5417.945681827842
16248,7671.722298390195
16249,6180.902431088607
16252,3726.88734727562
16253,7717.63882790709
16255,3473.4560154107035
16256,5165.53767672494
16257,7281.217585851817
16258,11122.416061533713
16259,3934.4197787547487
16260,8767.389652057958
16261,7113.190158713568
16262,5515.990038036705
16264,4224.9414705315885
16265,5811.24383688555
16266,3815.636257913946
16267,3805.886494454134
